threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.40,london|h4_range|d1_range|align_neutral|atr_extended|d1pos_mid_high,2358,1507,0.639101,0.303251,0.108932,164.16,1.193759,135.79,0.305455,0.300587,0.416257,"{""DO_NOTHING"": 851, ""ENTER_BUY"": 825, ""ENTER_SELL"": 682}","{""DO_NOTHING"": 1245, ""ENTER_BUY"": 585, ""ENTER_SELL"": 528}","{""DO_NOTHING"": {""DO_NOTHING"": 579, ""ENTER_BUY"": 369, ""ENTER_SELL"": 297}, ""ENTER_BUY"": {""DO_NOTHING"": 153, ""ENTER_BUY"": 252, ""ENTER_SELL"": 180}, ""ENTER_SELL"": {""DO_NOTHING"": 119, ""ENTER_BUY"": 204, ""ENTER_SELL"": 205}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_extended|d1pos_mid_low,2055,1077,0.524088,0.302693,0.174847,188.31,1.328175,99.07,0.306346,0.3,0.398578,"{""DO_NOTHING"": 978, ""ENTER_BUY"": 457, ""ENTER_SELL"": 620}","{""DO_NOTHING"": 1092, ""ENTER_BUY"": 378, ""ENTER_SELL"": 585}","{""DO_NOTHING"": {""DO_NOTHING"": 571, ""ENTER_BUY"": 204, ""ENTER_SELL"": 317}, ""ENTER_BUY"": {""DO_NOTHING"": 121, ""ENTER_BUY"": 140, ""ENTER_SELL"": 117}, ""ENTER_SELL"": {""DO_NOTHING"": 286, ""ENTER_BUY"": 113, ""ENTER_SELL"": 186}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_low|d1pos_high,136,88,0.647059,0.193182,-0.005568,-0.49,0.988283,32.25,0.016129,0.615385,0.449,"{""DO_NOTHING"": 48, ""ENTER_BUY"": 62, ""ENTER_SELL"": 26}","{""DO_NOTHING"": 115, ""ENTER_BUY"": 3, ""ENTER_SELL"": 18}","{""DO_NOTHING"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 59, ""ENTER_SELL"": 8}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 1, ""ENTER_SELL"": 2}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 2, ""ENTER_SELL"": 16}}",True
0.40,london|h4_range|d1_range|align_neutral|atr_low|d1pos_low,288,173,0.600694,0.063584,-0.428266,-74.09,0.359138,96.92,0.0,0.203704,0.260358,"{""DO_NOTHING"": 115, ""ENTER_BUY"": 119, ""ENTER_SELL"": 54}","{""DO_NOTHING"": 189, ""ENTER_BUY"": 23, ""ENTER_SELL"": 76}","{""DO_NOTHING"": {""DO_NOTHING"": 93, ""ENTER_BUY"": 76, ""ENTER_SELL"": 20}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 23}, ""ENTER_SELL"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 43, ""ENTER_SELL"": 11}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_low|d1pos_mid_high,116,84,0.724138,0.083333,-0.216786,-18.21,0.526644,19.21,0.461538,0.014085,0.235335,"{""DO_NOTHING"": 32, ""ENTER_BUY"": 13, ""ENTER_SELL"": 71}","{""DO_NOTHING"": 83, ""ENTER_BUY"": 18, ""ENTER_SELL"": 15}","{""DO_NOTHING"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 7, ""ENTER_SELL"": 59}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 6, ""ENTER_SELL"": 11}, ""ENTER_SELL"": {""DO_NOTHING"": 14, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}}",True
0.40,london|h4_range|d1_range|align_neutral|atr_low|d1pos_mid_low,120,83,0.691667,0.433735,0.431687,35.83,1.967072,32.86,0.421053,0.461538,0.346102,"{""DO_NOTHING"": 37, ""ENTER_BUY"": 57, ""ENTER_SELL"": 26}","{""DO_NOTHING"": 38, ""ENTER_BUY"": 24, ""ENTER_SELL"": 58}","{""DO_NOTHING"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 18, ""ENTER_SELL"": 14}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 24, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 31, ""ENTER_BUY"": 15, ""ENTER_SELL"": 12}}",True
0.40,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_high,1079,470,0.435589,0.251064,0.036809,17.3,1.065897,90.88,0.218638,0.298429,0.41485,"{""DO_NOTHING"": 609, ""ENTER_BUY"": 279, ""ENTER_SELL"": 191}","{""DO_NOTHING"": 697, ""ENTER_BUY"": 177, ""ENTER_SELL"": 205}","{""DO_NOTHING"": {""DO_NOTHING"": 450, ""ENTER_BUY"": 171, ""ENTER_SELL"": 76}, ""ENTER_BUY"": {""DO_NOTHING"": 58, ""ENTER_BUY"": 61, ""ENTER_SELL"": 58}, ""ENTER_SELL"": {""DO_NOTHING"": 101, ""ENTER_BUY"": 47, ""ENTER_SELL"": 57}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_low,916,391,0.426856,0.242967,0.359028,140.38,2.015407,19.0,0.293023,0.181818,0.380955,"{""DO_NOTHING"": 525, ""ENTER_BUY"": 215, ""ENTER_SELL"": 176}","{""DO_NOTHING"": 603, ""ENTER_BUY"": 144, ""ENTER_SELL"": 169}","{""DO_NOTHING"": {""DO_NOTHING"": 342, ""ENTER_BUY"": 130, ""ENTER_SELL"": 131}, ""ENTER_BUY"": {""DO_NOTHING"": 68, ""ENTER_BUY"": 63, ""ENTER_SELL"": 13}, ""ENTER_SELL"": {""DO_NOTHING"": 115, ""ENTER_BUY"": 22, ""ENTER_SELL"": 32}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_mid_high,1116,837,0.75,0.206691,0.083357,69.77,1.162146,115.41,0.208333,0.204482,0.282432,"{""DO_NOTHING"": 279, ""ENTER_BUY"": 480, ""ENTER_SELL"": 357}","{""DO_NOTHING"": 635, ""ENTER_BUY"": 194, ""ENTER_SELL"": 287}","{""DO_NOTHING"": {""DO_NOTHING"": 148, ""ENTER_BUY"": 271, ""ENTER_SELL"": 216}, ""ENTER_BUY"": {""DO_NOTHING"": 26, ""ENTER_BUY"": 100, ""ENTER_SELL"": 68}, ""ENTER_SELL"": {""DO_NOTHING"": 105, ""ENTER_BUY"": 109, ""ENTER_SELL"": 73}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_normal|d1pos_mid_low,1233,820,0.665045,0.243902,0.094098,77.16,1.173538,60.37,0.279793,0.211982,0.336883,"{""DO_NOTHING"": 413, ""ENTER_BUY"": 386, ""ENTER_SELL"": 434}","{""DO_NOTHING"": 684, ""ENTER_BUY"": 304, ""ENTER_SELL"": 245}","{""DO_NOTHING"": {""DO_NOTHING"": 234, ""ENTER_BUY"": 207, ""ENTER_SELL"": 243}, ""ENTER_BUY"": {""DO_NOTHING"": 97, ""ENTER_BUY"": 108, ""ENTER_SELL"": 99}, ""ENTER_SELL"": {""DO_NOTHING"": 82, ""ENTER_BUY"": 71, ""ENTER_SELL"": 92}}",False
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_low,264,103,0.390152,0.262136,-0.093495,-9.63,0.854642,54.25,0.070175,0.5,0.46225,"{""DO_NOTHING"": 161, ""ENTER_BUY"": 57, ""ENTER_SELL"": 46}","{""DO_NOTHING"": 198, ""ENTER_BUY"": 22, ""ENTER_SELL"": 44}","{""DO_NOTHING"": {""DO_NOTHING"": 139, ""ENTER_BUY"": 37, ""ENTER_SELL"": 22}, ""ENTER_BUY"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 4, ""ENTER_SELL"": 1}, ""ENTER_SELL"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 16, ""ENTER_SELL"": 23}}",False
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_mid_high,24,22,0.916667,0.272727,1.709091,37.6,,0.0,0.272727,,0.209524,"{""DO_NOTHING"": 2, ""ENTER_BUY"": 22}","{""DO_NOTHING"": 18, ""ENTER_BUY"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 2, ""ENTER_BUY"": 16, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 6, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_mid_low,72,13,0.180556,0.384615,0.742308,9.65,3.4125,3.0,0.0,0.454545,0.496625,"{""DO_NOTHING"": 59, ""ENTER_BUY"": 2, ""ENTER_SELL"": 11}","{""DO_NOTHING"": 63, ""ENTER_BUY"": 3, ""ENTER_SELL"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 55, ""ENTER_BUY"": 2, ""ENTER_SELL"": 6}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}}",True
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_low|d1pos_mid_low,24,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 24}","{""DO_NOTHING"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_high,10,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 10}","{""DO_NOTHING"": 10}","{""DO_NOTHING"": {""DO_NOTHING"": 10, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_low,48,0,0.0,,,,,0.0,,,0.322581,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 45, ""ENTER_BUY"": 3}","{""DO_NOTHING"": {""DO_NOTHING"": 45, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_mid_high,65,18,0.276923,0.222222,-0.333333,-6.0,0.571429,7.0,0.0,0.307692,0.317283,"{""DO_NOTHING"": 47, ""ENTER_BUY"": 5, ""ENTER_SELL"": 13}","{""DO_NOTHING"": 40, ""ENTER_BUY"": 1, ""ENTER_SELL"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 32, ""ENTER_BUY"": 0, ""ENTER_SELL"": 8}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}, ""ENTER_SELL"": {""DO_NOTHING"": 15, ""ENTER_BUY"": 5, ""ENTER_SELL"": 4}}",True
0.40,new_york|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_mid_low,21,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 21}","{""DO_NOTHING"": 21}","{""DO_NOTHING"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_high,240,89,0.370833,0.438202,1.306517,116.28,11.570909,4.0,0.371429,0.684211,0.698958,"{""DO_NOTHING"": 151, ""ENTER_BUY"": 70, ""ENTER_SELL"": 19}","{""DO_NOTHING"": 193, ""ENTER_BUY"": 30, ""ENTER_SELL"": 17}","{""DO_NOTHING"": {""DO_NOTHING"": 147, ""ENTER_BUY"": 41, ""ENTER_SELL"": 5}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 26, ""ENTER_SELL"": 1}, ""ENTER_SELL"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 3, ""ENTER_SELL"": 13}}",True
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_low,48,43,0.895833,0.627907,0.883721,38.0,3.375,7.0,0.627907,,0.333333,"{""DO_NOTHING"": 5, ""ENTER_BUY"": 43}","{""DO_NOTHING"": 19, ""ENTER_BUY"": 29}","{""DO_NOTHING"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 16, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 2, ""ENTER_BUY"": 27, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_mid_high,239,136,0.569038,0.441176,0.615809,83.75,2.469298,22.0,0.689655,0.25641,0.597764,"{""DO_NOTHING"": 103, ""ENTER_BUY"": 58, ""ENTER_SELL"": 78}","{""DO_NOTHING"": 158, ""ENTER_BUY"": 49, ""ENTER_SELL"": 32}","{""DO_NOTHING"": {""DO_NOTHING"": 89, ""ENTER_BUY"": 17, ""ENTER_SELL"": 52}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 40, ""ENTER_SELL"": 6}, ""ENTER_SELL"": {""DO_NOTHING"": 11, ""ENTER_BUY"": 1, ""ENTER_SELL"": 20}}",False
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_mid_low,97,69,0.71134,0.507246,0.583913,40.29,2.289693,16.0,0.827586,0.275,0.526967,"{""DO_NOTHING"": 28, ""ENTER_BUY"": 29, ""ENTER_SELL"": 40}","{""DO_NOTHING"": 30, ""ENTER_BUY"": 49, ""ENTER_SELL"": 18}","{""DO_NOTHING"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 5, ""ENTER_SELL"": 8}, ""ENTER_BUY"": {""DO_NOTHING"": 4, ""ENTER_BUY"": 24, ""ENTER_SELL"": 21}, ""ENTER_SELL"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 0, ""ENTER_SELL"": 11}}",True
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_high,95,73,0.768421,0.150685,-0.360959,-26.35,0.512037,35.0,,0.150685,0.261905,"{""DO_NOTHING"": 22, ""ENTER_SELL"": 73}","{""DO_NOTHING"": 62, ""ENTER_BUY"": 22, ""ENTER_SELL"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 0, ""ENTER_SELL"": 40}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 22}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 11}}",True
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_low,4,4,1.0,0.0,-1.0,-4.0,0.0,4.0,0.0,,0.0,"{""ENTER_BUY"": 4}","{""DO_NOTHING"": 2, ""ENTER_SELL"": 2}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_mid_high,241,108,0.448133,0.407407,0.273241,29.51,1.494885,24.55,0.0,0.431373,0.456234,"{""DO_NOTHING"": 133, ""ENTER_BUY"": 6, ""ENTER_SELL"": 102}","{""DO_NOTHING"": 141, ""ENTER_BUY"": 38, ""ENTER_SELL"": 62}","{""DO_NOTHING"": {""DO_NOTHING"": 114, ""ENTER_BUY"": 6, ""ENTER_SELL"": 21}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 0, ""ENTER_SELL"": 37}, ""ENTER_SELL"": {""DO_NOTHING"": 18, ""ENTER_BUY"": 0, ""ENTER_SELL"": 44}}",False
0.40,new_york|h4_bearish|d1_bullish|align_neutral|atr_normal|d1pos_mid_low,92,54,0.586957,0.222222,-0.262963,-14.2,0.628272,28.2,0.0,0.342857,0.394504,"{""DO_NOTHING"": 38, ""ENTER_BUY"": 19, ""ENTER_SELL"": 35}","{""DO_NOTHING"": 56, ""ENTER_BUY"": 7, ""ENTER_SELL"": 29}","{""DO_NOTHING"": {""DO_NOTHING"": 38, ""ENTER_BUY"": 2, ""ENTER_SELL"": 16}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 7}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 17, ""ENTER_SELL"": 12}}",True
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_high,283,89,0.314488,0.258427,0.170899,15.21,1.323479,27.0,0.358974,0.18,0.434275,"{""DO_NOTHING"": 194, ""ENTER_BUY"": 39, ""ENTER_SELL"": 50}","{""DO_NOTHING"": 189, ""ENTER_BUY"": 41, ""ENTER_SELL"": 53}","{""DO_NOTHING"": {""DO_NOTHING"": 149, ""ENTER_BUY"": 22, ""ENTER_SELL"": 18}, ""ENTER_BUY"": {""DO_NOTHING"": 4, ""ENTER_BUY"": 14, ""ENTER_SELL"": 23}, ""ENTER_SELL"": {""DO_NOTHING"": 41, ""ENTER_BUY"": 3, ""ENTER_SELL"": 9}}",True
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_low,773,324,0.419146,0.299383,-0.002747,-0.89,0.995591,79.6,0.366142,0.057143,0.39219,"{""DO_NOTHING"": 449, ""ENTER_BUY"": 254, ""ENTER_SELL"": 70}","{""DO_NOTHING"": 466, ""ENTER_BUY"": 214, ""ENTER_SELL"": 93}","{""DO_NOTHING"": {""DO_NOTHING"": 334, ""ENTER_BUY"": 106, ""ENTER_SELL"": 26}, ""ENTER_BUY"": {""DO_NOTHING"": 81, ""ENTER_BUY"": 93, ""ENTER_SELL"": 40}, ""ENTER_SELL"": {""DO_NOTHING"": 34, ""ENTER_BUY"": 55, ""ENTER_SELL"": 4}}",False
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_mid_high,291,101,0.347079,0.524752,0.661287,66.79,2.517955,11.0,0.25,0.592593,0.507485,"{""DO_NOTHING"": 190, ""ENTER_BUY"": 20, ""ENTER_SELL"": 81}","{""DO_NOTHING"": 170, ""ENTER_BUY"": 46, ""ENTER_SELL"": 75}","{""DO_NOTHING"": {""DO_NOTHING"": 136, ""ENTER_BUY"": 10, ""ENTER_SELL"": 24}, ""ENTER_BUY"": {""DO_NOTHING"": 32, ""ENTER_BUY"": 5, ""ENTER_SELL"": 9}, ""ENTER_SELL"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 5, ""ENTER_SELL"": 48}}",False
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_extended|d1pos_mid_low,261,100,0.383142,0.12,-0.2981,-29.81,0.562326,35.81,0.236842,0.048387,0.341004,"{""DO_NOTHING"": 161, ""ENTER_BUY"": 38, ""ENTER_SELL"": 62}","{""DO_NOTHING"": 202, ""ENTER_BUY"": 49, ""ENTER_SELL"": 10}","{""DO_NOTHING"": {""DO_NOTHING"": 133, ""ENTER_BUY"": 28, ""ENTER_SELL"": 41}, ""ENTER_BUY"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 9, ""ENTER_SELL"": 18}, ""ENTER_SELL"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 1, ""ENTER_SELL"": 3}}",False
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_low|d1pos_low,48,1,0.020833,0.0,0.62,0.62,,0.0,0.0,,0.294574,"{""DO_NOTHING"": 47, ""ENTER_BUY"": 1}","{""DO_NOTHING"": 39, ""ENTER_BUY"": 9}","{""DO_NOTHING"": {""DO_NOTHING"": 38, ""ENTER_BUY"": 1, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 9, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_low|d1pos_mid_high,96,20,0.208333,0.5,0.51,10.2,2.040816,9.8,,0.5,0.348837,"{""DO_NOTHING"": 76, ""ENTER_SELL"": 20}","{""DO_NOTHING"": 53, ""ENTER_BUY"": 3, ""ENTER_SELL"": 40}","{""DO_NOTHING"": {""DO_NOTHING"": 46, ""ENTER_BUY"": 0, ""ENTER_SELL"": 7}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 30, ""ENTER_BUY"": 0, ""ENTER_SELL"": 10}}",True
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_low|d1pos_mid_low,24,24,1.0,0.041667,-0.802083,-19.25,0.125,20.0,0.0,0.5,0.051282,"{""ENTER_BUY"": 22, ""ENTER_SELL"": 2}","{""DO_NOTHING"": 13, ""ENTER_SELL"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 12, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 10, ""ENTER_SELL"": 1}}",True
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_high,280,123,0.439286,0.422764,0.369593,45.46,1.716018,16.0,0.611111,0.275362,0.59102,"{""DO_NOTHING"": 157, ""ENTER_BUY"": 54, ""ENTER_SELL"": 69}","{""DO_NOTHING"": 193, ""ENTER_BUY"": 49, ""ENTER_SELL"": 38}","{""DO_NOTHING"": {""DO_NOTHING"": 136, ""ENTER_BUY"": 20, ""ENTER_SELL"": 37}, ""ENTER_BUY"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 33, ""ENTER_SELL"": 13}, ""ENTER_SELL"": {""DO_NOTHING"": 18, ""ENTER_BUY"": 1, ""ENTER_SELL"": 19}}",False
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_low,305,56,0.183607,0.5,0.953036,53.37,4.139412,11.0,0.958333,0.15625,0.512837,"{""DO_NOTHING"": 249, ""ENTER_BUY"": 24, ""ENTER_SELL"": 32}","{""DO_NOTHING"": 220, ""ENTER_BUY"": 61, ""ENTER_SELL"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 192, ""ENTER_BUY"": 1, ""ENTER_SELL"": 27}, ""ENTER_BUY"": {""DO_NOTHING"": 38, ""ENTER_BUY"": 23, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 19, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}}",True
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_mid_high,264,55,0.208333,0.254545,-0.147273,-8.1,0.776736,35.1,0.041667,0.419355,0.453961,"{""DO_NOTHING"": 209, ""ENTER_BUY"": 24, ""ENTER_SELL"": 31}","{""DO_NOTHING"": 209, ""ENTER_BUY"": 35, ""ENTER_SELL"": 20}","{""DO_NOTHING"": {""DO_NOTHING"": 171, ""ENTER_BUY"": 23, ""ENTER_SELL"": 15}, ""ENTER_BUY"": {""DO_NOTHING"": 31, ""ENTER_BUY"": 1, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 0, ""ENTER_SELL"": 13}}",True
0.40,new_york|h4_bearish|d1_range|align_neutral|atr_normal|d1pos_mid_low,350,117,0.334286,0.213675,0.008718,1.02,1.015695,25.87,0.0,0.277778,0.382275,"{""DO_NOTHING"": 233, ""ENTER_BUY"": 27, ""ENTER_SELL"": 90}","{""DO_NOTHING"": 271, ""ENTER_BUY"": 29, ""ENTER_SELL"": 50}","{""DO_NOTHING"": {""DO_NOTHING"": 199, ""ENTER_BUY"": 27, ""ENTER_SELL"": 45}, ""ENTER_BUY"": {""DO_NOTHING"": 9, ""ENTER_BUY"": 0, ""ENTER_SELL"": 20}, ""ENTER_SELL"": {""DO_NOTHING"": 25, ""ENTER_BUY"": 0, ""ENTER_SELL"": 25}}",False
0.40,new_york|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_high,126,36,0.285714,0.083333,-0.364167,-13.11,0.361422,14.51,0.0,0.136364,0.330272,"{""DO_NOTHING"": 90, ""ENTER_BUY"": 14, ""ENTER_SELL"": 22}","{""DO_NOTHING"": 105, ""ENTER_SELL"": 21}","{""DO_NOTHING"": {""DO_NOTHING"": 83, ""ENTER_BUY"": 3, ""ENTER_SELL"": 19}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 11, ""ENTER_SELL"": 3}}",True
0.40,new_york|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_low,134,50,0.373134,0.32,-0.04,-2.0,0.941176,12.0,0.5,0.125,0.460751,"{""DO_NOTHING"": 84, ""ENTER_BUY"": 26, ""ENTER_SELL"": 24}","{""DO_NOTHING"": 84, ""ENTER_BUY"": 25, ""ENTER_SELL"": 25}","{""DO_NOTHING"": {""DO_NOTHING"": 63, ""ENTER_BUY"": 6, ""ENTER_SELL"": 15}, ""ENTER_BUY"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 13, ""ENTER_SELL"": 6}, ""ENTER_SELL"": {""DO_NOTHING"": 15, ""ENTER_BUY"": 7, ""ENTER_SELL"": 3}}",True
0.40,new_york|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_mid_high,136,60,0.441176,0.183333,0.161333,9.68,1.293333,19.0,,0.183333,0.23508,"{""DO_NOTHING"": 76, ""ENTER_SELL"": 60}","{""DO_NOTHING"": 66, ""ENTER_BUY"": 19, ""ENTER_SELL"": 51}","{""DO_NOTHING"": {""DO_NOTHING"": 36, ""ENTER_BUY"": 0, ""ENTER_SELL"": 30}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 19}, ""ENTER_SELL"": {""DO_NOTHING"": 40, ""ENTER_BUY"": 0, ""ENTER_SELL"": 11}}",True
