threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_high,36,0,0.0,,,,,0.0,,,0.222222,"{""DO_NOTHING"": 36}","{""DO_NOTHING"": 18, ""ENTER_SELL"": 18}","{""DO_NOTHING"": {""DO_NOTHING"": 18, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 18, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_low,144,0,0.0,,,,,0.0,,,0.29601,"{""DO_NOTHING"": 144}","{""DO_NOTHING"": 115, ""ENTER_BUY"": 16, ""ENTER_SELL"": 13}","{""DO_NOTHING"": {""DO_NOTHING"": 115, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 16, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 13, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_mid_high,84,0,0.0,,,,,0.0,,,0.331337,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 83, ""ENTER_SELL"": 1}","{""DO_NOTHING"": {""DO_NOTHING"": 83, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_extended|d1pos_mid_low,84,0,0.0,,,,,0.0,,,0.138365,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 22, ""ENTER_SELL"": 62}","{""DO_NOTHING"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 62, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_low|d1pos_low,36,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 36}","{""DO_NOTHING"": 36}","{""DO_NOTHING"": {""DO_NOTHING"": 36, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_normal|d1pos_high,38,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 38}","{""DO_NOTHING"": 38}","{""DO_NOTHING"": {""DO_NOTHING"": 38, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_normal|d1pos_low,156,0,0.0,,,,,0.0,,,0.311718,"{""DO_NOTHING"": 156}","{""DO_NOTHING"": 137, ""ENTER_SELL"": 19}","{""DO_NOTHING"": {""DO_NOTHING"": 137, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 19, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_normal|d1pos_mid_high,154,0,0.0,,,,,0.0,,,0.307692,"{""DO_NOTHING"": 154}","{""DO_NOTHING"": 132, ""ENTER_SELL"": 22}","{""DO_NOTHING"": {""DO_NOTHING"": 132, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bearish|align_neutral|atr_normal|d1pos_mid_low,36,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 36}","{""DO_NOTHING"": 36}","{""DO_NOTHING"": {""DO_NOTHING"": 36, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_high,1056,54,0.051136,0.5,0.5,27.0,2.0,21.0,,0.5,0.37307,"{""DO_NOTHING"": 1002, ""ENTER_SELL"": 54}","{""DO_NOTHING"": 709, ""ENTER_BUY"": 225, ""ENTER_SELL"": 122}","{""DO_NOTHING"": {""DO_NOTHING"": 695, ""ENTER_BUY"": 0, ""ENTER_SELL"": 14}, ""ENTER_BUY"": {""DO_NOTHING"": 212, ""ENTER_BUY"": 0, ""ENTER_SELL"": 13}, ""ENTER_SELL"": {""DO_NOTHING"": 95, ""ENTER_BUY"": 0, ""ENTER_SELL"": 27}}",True
0.60,asia|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_low,48,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 48}","{""DO_NOTHING"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_mid_high,97,0,0.0,,,,,0.0,,,0.165375,"{""DO_NOTHING"": 97}","{""DO_NOTHING"": 32, ""ENTER_BUY"": 50, ""ENTER_SELL"": 15}","{""DO_NOTHING"": {""DO_NOTHING"": 32, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 50, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 15, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_mid_low,72,0,0.0,,,,,0.0,,,0.316302,"{""DO_NOTHING"": 72}","{""DO_NOTHING"": 65, ""ENTER_SELL"": 7}","{""DO_NOTHING"": {""DO_NOTHING"": 65, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bullish|align_aligned|atr_normal|d1pos_high,168,0,0.0,,,,,0.0,,,0.237548,"{""DO_NOTHING"": 168}","{""DO_NOTHING"": 93, ""ENTER_BUY"": 54, ""ENTER_SELL"": 21}","{""DO_NOTHING"": {""DO_NOTHING"": 93, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 54, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bullish|align_aligned|atr_normal|d1pos_mid_high,134,0,0.0,,,,,0.0,,,0.288136,"{""DO_NOTHING"": 134}","{""DO_NOTHING"": 102, ""ENTER_BUY"": 32}","{""DO_NOTHING"": {""DO_NOTHING"": 102, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 32, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_bullish|align_aligned|atr_normal|d1pos_mid_low,70,0,0.0,,,,,0.0,,,0.330935,"{""DO_NOTHING"": 70}","{""DO_NOTHING"": 69, ""ENTER_BUY"": 1}","{""DO_NOTHING"": {""DO_NOTHING"": 69, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_high,840,0,0.0,,,,,0.0,,,0.291834,"{""DO_NOTHING"": 840}","{""DO_NOTHING"": 654, ""ENTER_BUY"": 104, ""ENTER_SELL"": 82}","{""DO_NOTHING"": {""DO_NOTHING"": 654, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 104, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 82, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_low,365,0,0.0,,,,,0.0,,,0.309873,"{""DO_NOTHING"": 365}","{""DO_NOTHING"": 317, ""ENTER_BUY"": 23, ""ENTER_SELL"": 25}","{""DO_NOTHING"": {""DO_NOTHING"": 317, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 23, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 25, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_mid_high,548,0,0.0,,,,,0.0,,,0.290809,"{""DO_NOTHING"": 548}","{""DO_NOTHING"": 424, ""ENTER_BUY"": 107, ""ENTER_SELL"": 17}","{""DO_NOTHING"": {""DO_NOTHING"": 424, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 107, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_mid_low,603,0,0.0,,,,,0.0,,,0.314961,"{""DO_NOTHING"": 603}","{""DO_NOTHING"": 540, ""ENTER_BUY"": 42, ""ENTER_SELL"": 21}","{""DO_NOTHING"": {""DO_NOTHING"": 540, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 42, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_high,159,0,0.0,,,,,0.0,,,0.254215,"{""DO_NOTHING"": 159}","{""DO_NOTHING"": 98, ""ENTER_SELL"": 61}","{""DO_NOTHING"": {""DO_NOTHING"": 98, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 61, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_low,4,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 4}","{""DO_NOTHING"": 4}","{""DO_NOTHING"": {""DO_NOTHING"": 4, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_mid_high,336,0,0.0,,,,,0.0,,,0.266667,"{""DO_NOTHING"": 336}","{""DO_NOTHING"": 224, ""ENTER_BUY"": 78, ""ENTER_SELL"": 34}","{""DO_NOTHING"": {""DO_NOTHING"": 224, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 78, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 34, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_mid_low,155,0,0.0,,,,,0.0,,,0.326754,"{""DO_NOTHING"": 155}","{""DO_NOTHING"": 149, ""ENTER_SELL"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 149, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_high,103,0,0.0,,,,,0.0,,,0.199546,"{""DO_NOTHING"": 103}","{""DO_NOTHING"": 44, ""ENTER_BUY"": 28, ""ENTER_SELL"": 31}","{""DO_NOTHING"": {""DO_NOTHING"": 44, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 28, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 31, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_low,1849,2,0.001082,1.0,2.0,4.0,,0.0,1.0,,0.317841,"{""DO_NOTHING"": 1847, ""ENTER_BUY"": 2}","{""DO_NOTHING"": 1516, ""ENTER_BUY"": 75, ""ENTER_SELL"": 258}","{""DO_NOTHING"": {""DO_NOTHING"": 1516, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 73, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 258, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_mid_high,507,0,0.0,,,,,0.0,,,0.323171,"{""DO_NOTHING"": 507}","{""DO_NOTHING"": 477, ""ENTER_SELL"": 30}","{""DO_NOTHING"": {""DO_NOTHING"": 477, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 30, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_mid_low,252,0,0.0,,,,,0.0,,,0.323108,"{""DO_NOTHING"": 252}","{""DO_NOTHING"": 237, ""ENTER_BUY"": 9, ""ENTER_SELL"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 237, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 9, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_low|d1pos_low,48,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 48}","{""DO_NOTHING"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_low|d1pos_mid_high,84,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 84}","{""DO_NOTHING"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_low|d1pos_mid_low,84,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 84}","{""DO_NOTHING"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_high,132,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 132}","{""DO_NOTHING"": 132}","{""DO_NOTHING"": {""DO_NOTHING"": 132, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_low,990,0,0.0,,,,,0.0,,,0.315976,"{""DO_NOTHING"": 990}","{""DO_NOTHING"": 892, ""ENTER_BUY"": 56, ""ENTER_SELL"": 42}","{""DO_NOTHING"": {""DO_NOTHING"": 892, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 56, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 42, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_mid_high,954,0,0.0,,,,,0.0,,,0.28051,"{""DO_NOTHING"": 954}","{""DO_NOTHING"": 693, ""ENTER_BUY"": 93, ""ENTER_SELL"": 168}","{""DO_NOTHING"": {""DO_NOTHING"": 693, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 93, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 168, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_mid_low,258,0,0.0,,,,,0.0,,,0.287812,"{""DO_NOTHING"": 258}","{""DO_NOTHING"": 196, ""ENTER_BUY"": 54, ""ENTER_SELL"": 8}","{""DO_NOTHING"": {""DO_NOTHING"": 196, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 54, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 8, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_high,1708,0,0.0,,,,,0.0,,,0.286223,"{""DO_NOTHING"": 1708}","{""DO_NOTHING"": 1285, ""ENTER_BUY"": 205, ""ENTER_SELL"": 218}","{""DO_NOTHING"": {""DO_NOTHING"": 1285, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 205, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 218, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_low,107,0,0.0,,,,,0.0,,,0.226337,"{""DO_NOTHING"": 107}","{""DO_NOTHING"": 55, ""ENTER_BUY"": 17, ""ENTER_SELL"": 35}","{""DO_NOTHING"": {""DO_NOTHING"": 55, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 35, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_mid_high,692,0,0.0,,,,,0.0,,,0.298484,"{""DO_NOTHING"": 692}","{""DO_NOTHING"": 561, ""ENTER_BUY"": 39, ""ENTER_SELL"": 92}","{""DO_NOTHING"": {""DO_NOTHING"": 561, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 39, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 92, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_mid_low,519,0,0.0,,,,,0.0,,,0.328115,"{""DO_NOTHING"": 519}","{""DO_NOTHING"": 503, ""ENTER_BUY"": 5, ""ENTER_SELL"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 503, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 11, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_low|d1pos_mid_high,48,0,0.0,,,,,0.0,,,0.202899,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 21, ""ENTER_BUY"": 27}","{""DO_NOTHING"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 27, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_low|d1pos_mid_low,84,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 84}","{""DO_NOTHING"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_high,1157,0,0.0,,,,,0.0,,,0.307406,"{""DO_NOTHING"": 1157}","{""DO_NOTHING"": 990, ""ENTER_BUY"": 68, ""ENTER_SELL"": 99}","{""DO_NOTHING"": {""DO_NOTHING"": 990, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 68, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 99, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_mid_high,674,0,0.0,,,,,0.0,,,0.304009,"{""DO_NOTHING"": 674}","{""DO_NOTHING"": 565, ""ENTER_BUY"": 29, ""ENTER_SELL"": 80}","{""DO_NOTHING"": {""DO_NOTHING"": 565, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 29, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 80, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_mid_low,253,0,0.0,,,,,0.0,,,0.267928,"{""DO_NOTHING"": 253}","{""DO_NOTHING"": 170, ""ENTER_BUY"": 50, ""ENTER_SELL"": 33}","{""DO_NOTHING"": {""DO_NOTHING"": 170, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 50, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 33, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,asia|h4_range|d1_range|align_neutral|atr_extended|d1pos_high,1959,4,0.002042,0.25,-0.25,-1.0,0.666667,3.0,,0.25,0.296707,"{""DO_NOTHING"": 1955, ""ENTER_SELL"": 4}","{""DO_NOTHING"": 1546, ""ENTER_BUY"": 186, ""ENTER_SELL"": 227}","{""DO_NOTHING"": {""DO_NOTHING"": 1543, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}, ""ENTER_BUY"": {""DO_NOTHING"": 186, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 226, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}}",True
0.60,asia|h4_range|d1_range|align_neutral|atr_extended|d1pos_low,2377,0,0.0,,,,,0.0,,,0.290082,"{""DO_NOTHING"": 2377}","{""DO_NOTHING"": 1831, ""ENTER_BUY"": 251, ""ENTER_SELL"": 295}","{""DO_NOTHING"": {""DO_NOTHING"": 1831, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 251, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 295, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
