threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.40,18,5616,1331,0.237001,0.287002,0.096972,129.07,1.17136,100.99,0.266476,0.294297,0.392396,"{""DO_NOTHING"": 4285, ""ENTER_BUY"": 349, ""ENTER_SELL"": 982}","{""DO_NOTHING"": 3621, ""ENTER_BUY"": 1009, ""ENTER_SELL"": 986}","{""DO_NOTHING"": {""DO_NOTHING"": 2951, ""ENTER_BUY"": 205, ""ENTER_SELL"": 465}, ""ENTER_BUY"": {""DO_NOTHING"": 688, ""ENTER_BUY"": 93, ""ENTER_SELL"": 228}, ""ENTER_SELL"": {""DO_NOTHING"": 646, ""ENTER_BUY"": 51, ""ENTER_SELL"": 289}}",False
0.40,19,5616,676,0.12037,0.298817,0.203136,137.32,1.389284,41.22,0.277143,0.322086,0.388178,"{""DO_NOTHING"": 4940, ""ENTER_BUY"": 350, ""ENTER_SELL"": 326}","{""DO_NOTHING"": 4000, ""ENTER_BUY"": 833, ""ENTER_SELL"": 783}","{""DO_NOTHING"": {""DO_NOTHING"": 3626, ""ENTER_BUY"": 192, ""ENTER_SELL"": 182}, ""ENTER_BUY"": {""DO_NOTHING"": 697, ""ENTER_BUY"": 97, ""ENTER_SELL"": 39}, ""ENTER_SELL"": {""DO_NOTHING"": 617, ""ENTER_BUY"": 61, ""ENTER_SELL"": 105}}",False
0.40,2,5592,331,0.059192,0.314199,0.360272,119.25,1.818575,42.48,0.335714,0.298429,0.393708,"{""DO_NOTHING"": 5261, ""ENTER_BUY"": 140, ""ENTER_SELL"": 191}","{""DO_NOTHING"": 4503, ""ENTER_BUY"": 463, ""ENTER_SELL"": 626}","{""DO_NOTHING"": {""DO_NOTHING"": 4324, ""ENTER_BUY"": 86, ""ENTER_SELL"": 93}, ""ENTER_BUY"": {""DO_NOTHING"": 375, ""ENTER_BUY"": 47, ""ENTER_SELL"": 41}, ""ENTER_SELL"": {""DO_NOTHING"": 562, ""ENTER_BUY"": 7, ""ENTER_SELL"": 57}}",False
0.40,20,5606,1401,0.249911,0.249108,-0.019122,-26.79,0.9682,138.93,0.246857,0.252852,0.406784,"{""DO_NOTHING"": 4205, ""ENTER_BUY"": 875, ""ENTER_SELL"": 526}","{""DO_NOTHING"": 3818, ""ENTER_BUY"": 830, ""ENTER_SELL"": 958}","{""DO_NOTHING"": {""DO_NOTHING"": 3160, ""ENTER_BUY"": 379, ""ENTER_SELL"": 279}, ""ENTER_BUY"": {""DO_NOTHING"": 500, ""ENTER_BUY"": 216, ""ENTER_SELL"": 114}, ""ENTER_SELL"": {""DO_NOTHING"": 545, ""ENTER_BUY"": 280, ""ENTER_SELL"": 133}}",False
0.40,21,5602,1421,0.253659,0.325827,0.151281,214.97,1.26335,109.76,0.356802,0.281304,0.490443,"{""DO_NOTHING"": 4181, ""ENTER_BUY"": 838, ""ENTER_SELL"": 583}","{""DO_NOTHING"": 4051, ""ENTER_BUY"": 748, ""ENTER_SELL"": 803}","{""DO_NOTHING"": {""DO_NOTHING"": 3530, ""ENTER_BUY"": 262, ""ENTER_SELL"": 259}, ""ENTER_BUY"": {""DO_NOTHING"": 289, ""ENTER_BUY"": 299, ""ENTER_SELL"": 160}, ""ENTER_SELL"": {""DO_NOTHING"": 362, ""ENTER_BUY"": 277, ""ENTER_SELL"": 164}}",False
0.40,22,5590,1330,0.237925,0.293233,0.023,30.59,1.037621,120.74,0.350575,0.256188,0.484104,"{""DO_NOTHING"": 4260, ""ENTER_BUY"": 522, ""ENTER_SELL"": 808}","{""DO_NOTHING"": 4145, ""ENTER_BUY"": 720, ""ENTER_SELL"": 725}","{""DO_NOTHING"": {""DO_NOTHING"": 3730, ""ENTER_BUY"": 150, ""ENTER_SELL"": 265}, ""ENTER_BUY"": {""DO_NOTHING"": 201, ""ENTER_BUY"": 183, ""ENTER_SELL"": 336}, ""ENTER_SELL"": {""DO_NOTHING"": 329, ""ENTER_BUY"": 189, ""ENTER_SELL"": 207}}",False
0.40,23,5458,1233,0.225907,0.287916,-0.031792,-39.2,0.950499,160.47,0.358607,0.241611,0.482735,"{""DO_NOTHING"": 4225, ""ENTER_BUY"": 488, ""ENTER_SELL"": 745}","{""DO_NOTHING"": 4060, ""ENTER_BUY"": 753, ""ENTER_SELL"": 645}","{""DO_NOTHING"": {""DO_NOTHING"": 3758, ""ENTER_BUY"": 100, ""ENTER_SELL"": 202}, ""ENTER_BUY"": {""DO_NOTHING"": 215, ""ENTER_BUY"": 175, ""ENTER_SELL"": 363}, ""ENTER_SELL"": {""DO_NOTHING"": 252, ""ENTER_BUY"": 213, ""ENTER_SELL"": 180}}",False
0.40,3,5582,278,0.049803,0.327338,0.27205,75.63,1.545829,25.0,0.381356,0.2875,0.39792,"{""DO_NOTHING"": 5304, ""ENTER_BUY"": 118, ""ENTER_SELL"": 160}","{""DO_NOTHING"": 4599, ""ENTER_BUY"": 427, ""ENTER_SELL"": 556}","{""DO_NOTHING"": {""DO_NOTHING"": 4457, ""ENTER_BUY"": 64, ""ENTER_SELL"": 78}, ""ENTER_BUY"": {""DO_NOTHING"": 346, ""ENTER_BUY"": 45, ""ENTER_SELL"": 36}, ""ENTER_SELL"": {""DO_NOTHING"": 501, ""ENTER_BUY"": 9, ""ENTER_SELL"": 46}}",False
0.40,4,5592,247,0.04417,0.323887,0.194899,48.14,1.357732,37.0,0.357798,0.297101,0.408321,"{""DO_NOTHING"": 5345, ""ENTER_BUY"": 109, ""ENTER_SELL"": 138}","{""DO_NOTHING"": 4767, ""ENTER_BUY"": 360, ""ENTER_SELL"": 465}","{""DO_NOTHING"": {""DO_NOTHING"": 4665, ""ENTER_BUY"": 51, ""ENTER_SELL"": 51}, ""ENTER_BUY"": {""DO_NOTHING"": 275, ""ENTER_BUY"": 39, ""ENTER_SELL"": 46}, ""ENTER_SELL"": {""DO_NOTHING"": 405, ""ENTER_BUY"": 19, ""ENTER_SELL"": 41}}",False
0.40,5,5587,367,0.065688,0.288828,0.077275,28.36,1.133214,50.5,0.187879,0.371287,0.392515,"{""DO_NOTHING"": 5220, ""ENTER_BUY"": 165, ""ENTER_SELL"": 202}","{""DO_NOTHING"": 4519, ""ENTER_BUY"": 499, ""ENTER_SELL"": 569}","{""DO_NOTHING"": {""DO_NOTHING"": 4332, ""ENTER_BUY"": 107, ""ENTER_SELL"": 80}, ""ENTER_BUY"": {""DO_NOTHING"": 421, ""ENTER_BUY"": 31, ""ENTER_SELL"": 47}, ""ENTER_SELL"": {""DO_NOTHING"": 467, ""ENTER_BUY"": 27, ""ENTER_SELL"": 75}}",False
