threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.40,2021-10,4895,1645,0.336057,0.599392,1.125076,1850.75,6.073884,41.0,0.6944,0.541176,0.755098,"{""DO_NOTHING"": 3250, ""ENTER_BUY"": 625, ""ENTER_SELL"": 1020}","{""DO_NOTHING"": 3669, ""ENTER_BUY"": 581, ""ENTER_SELL"": 645}","{""DO_NOTHING"": {""DO_NOTHING"": 3053, ""ENTER_BUY"": 174, ""ENTER_SELL"": 442}, ""ENTER_BUY"": {""DO_NOTHING"": 121, ""ENTER_BUY"": 434, ""ENTER_SELL"": 26}, ""ENTER_SELL"": {""DO_NOTHING"": 76, ""ENTER_BUY"": 17, ""ENTER_SELL"": 552}}",False
0.40,2021-11,4885,2338,0.478608,0.610778,1.041809,2435.75,4.893338,39.02,0.667461,0.579053,0.736174,"{""DO_NOTHING"": 2547, ""ENTER_BUY"": 839, ""ENTER_SELL"": 1499}","{""DO_NOTHING"": 3119, ""ENTER_BUY"": 737, ""ENTER_SELL"": 1029}","{""DO_NOTHING"": {""DO_NOTHING"": 2298, ""ENTER_BUY"": 253, ""ENTER_SELL"": 568}, ""ENTER_BUY"": {""DO_NOTHING"": 114, ""ENTER_BUY"": 560, ""ENTER_SELL"": 63}, ""ENTER_SELL"": {""DO_NOTHING"": 135, ""ENTER_BUY"": 26, ""ENTER_SELL"": 868}}",False
0.40,2021-12,5426,2211,0.407482,0.639982,1.081891,2392.06,5.010563,29.09,0.665806,0.626045,0.706773,"{""DO_NOTHING"": 3215, ""ENTER_BUY"": 775, ""ENTER_SELL"": 1436}","{""DO_NOTHING"": 3353, ""ENTER_BUY"": 920, ""ENTER_SELL"": 1153}","{""DO_NOTHING"": {""DO_NOTHING"": 2683, ""ENTER_BUY"": 233, ""ENTER_SELL"": 437}, ""ENTER_BUY"": {""DO_NOTHING"": 304, ""ENTER_BUY"": 516, ""ENTER_SELL"": 100}, ""ENTER_SELL"": {""DO_NOTHING"": 228, ""ENTER_BUY"": 26, ""ENTER_SELL"": 899}}",False
0.40,2022-01,4609,1913,0.415057,0.579195,0.943696,1805.29,4.168621,88.16,0.629057,0.553712,0.698107,"{""DO_NOTHING"": 2696, ""ENTER_BUY"": 647, ""ENTER_SELL"": 1266}","{""DO_NOTHING"": 3070, ""ENTER_BUY"": 654, ""ENTER_SELL"": 885}","{""DO_NOTHING"": {""DO_NOTHING"": 2355, ""ENTER_BUY"": 219, ""ENTER_SELL"": 496}, ""ENTER_BUY"": {""DO_NOTHING"": 178, ""ENTER_BUY"": 407, ""ENTER_SELL"": 69}, ""ENTER_SELL"": {""DO_NOTHING"": 163, ""ENTER_BUY"": 21, ""ENTER_SELL"": 701}}",False
0.40,2022-02,4608,2667,0.578776,0.550806,0.813922,2170.73,3.296291,83.33,0.6975,0.487949,0.650699,"{""DO_NOTHING"": 1941, ""ENTER_BUY"": 800, ""ENTER_SELL"": 1867}","{""DO_NOTHING"": 2561, ""ENTER_BUY"": 939, ""ENTER_SELL"": 1108}","{""DO_NOTHING"": {""DO_NOTHING"": 1571, ""ENTER_BUY"": 222, ""ENTER_SELL"": 768}, ""ENTER_BUY"": {""DO_NOTHING"": 193, ""ENTER_BUY"": 558, ""ENTER_SELL"": 188}, ""ENTER_SELL"": {""DO_NOTHING"": 177, ""ENTER_BUY"": 20, ""ENTER_SELL"": 911}}",False
0.40,2022-03,5446,3752,0.688946,0.54291,0.710208,2664.7,2.733792,80.04,0.570494,0.526936,0.608293,"{""DO_NOTHING"": 1694, ""ENTER_BUY"": 1376, ""ENTER_SELL"": 2376}","{""DO_NOTHING"": 2551, ""ENTER_BUY"": 1273, ""ENTER_SELL"": 1622}","{""DO_NOTHING"": {""DO_NOTHING"": 1286, ""ENTER_BUY"": 434, ""ENTER_SELL"": 831}, ""ENTER_BUY"": {""DO_NOTHING"": 195, ""ENTER_BUY"": 785, ""ENTER_SELL"": 293}, ""ENTER_SELL"": {""DO_NOTHING"": 213, ""ENTER_BUY"": 157, ""ENTER_SELL"": 1252}}",False
0.40,2022-04,4896,2630,0.537173,0.573384,0.834992,2196.03,3.356938,49.0,0.590816,0.56303,0.66904,"{""DO_NOTHING"": 2266, ""ENTER_BUY"": 980, ""ENTER_SELL"": 1650}","{""DO_NOTHING"": 2772, ""ENTER_BUY"": 893, ""ENTER_SELL"": 1231}","{""DO_NOTHING"": {""DO_NOTHING"": 1874, ""ENTER_BUY"": 306, ""ENTER_SELL"": 592}, ""ENTER_BUY"": {""DO_NOTHING"": 185, ""ENTER_BUY"": 579, ""ENTER_SELL"": 129}, ""ENTER_SELL"": {""DO_NOTHING"": 207, ""ENTER_BUY"": 95, ""ENTER_SELL"": 929}}",False
0.40,2022-05,4898,3573,0.729481,0.600896,0.900652,3218.03,3.603058,47.22,0.626397,0.583839,0.656367,"{""DO_NOTHING"": 1325, ""ENTER_BUY"": 1432, ""ENTER_SELL"": 2141}","{""DO_NOTHING"": 2152, ""ENTER_BUY"": 1266, ""ENTER_SELL"": 1480}","{""DO_NOTHING"": {""DO_NOTHING"": 1067, ""ENTER_BUY"": 448, ""ENTER_SELL"": 637}, ""ENTER_BUY"": {""DO_NOTHING"": 115, ""ENTER_BUY"": 897, ""ENTER_SELL"": 254}, ""ENTER_SELL"": {""DO_NOTHING"": 143, ""ENTER_BUY"": 87, ""ENTER_SELL"": 1250}}",False
0.40,2022-06,5184,3366,0.649306,0.563577,0.792597,2667.88,3.083858,52.0,0.625756,0.53101,0.647383,"{""DO_NOTHING"": 1818, ""ENTER_BUY"": 1157, ""ENTER_SELL"": 2209}","{""DO_NOTHING"": 2582, ""ENTER_BUY"": 1159, ""ENTER_SELL"": 1443}","{""DO_NOTHING"": {""DO_NOTHING"": 1484, ""ENTER_BUY"": 367, ""ENTER_SELL"": 731}, ""ENTER_BUY"": {""DO_NOTHING"": 130, ""ENTER_BUY"": 724, ""ENTER_SELL"": 305}, ""ENTER_SELL"": {""DO_NOTHING"": 204, ""ENTER_BUY"": 66, ""ENTER_SELL"": 1173}}",False
0.40,2022-07,4895,3906,0.797957,0.588838,0.846485,3306.37,3.327168,39.69,0.561888,0.625301,0.641692,"{""DO_NOTHING"": 989, ""ENTER_BUY"": 2246, ""ENTER_SELL"": 1660}","{""DO_NOTHING"": 2082, ""ENTER_BUY"": 1463, ""ENTER_SELL"": 1350}","{""DO_NOTHING"": {""DO_NOTHING"": 852, ""ENTER_BUY"": 741, ""ENTER_SELL"": 489}, ""ENTER_BUY"": {""DO_NOTHING"": 68, ""ENTER_BUY"": 1262, ""ENTER_SELL"": 133}, ""ENTER_SELL"": {""DO_NOTHING"": 69, ""ENTER_BUY"": 243, ""ENTER_SELL"": 1038}}",False
